authors,original_publication_year,original_title,title,average_rating,ratings_count,image_url,small_image_url,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,book_id,work_ratings_count
Ernest Cline,2015,Armada,Armada,3.49,49958,https://images.gr-assets.com/books/1377284428m/16278318.jpg,https://images.gr-assets.com/books/1377284428s/16278318.jpg,4407,30165203,1970226,196,747263744,9.78E+12,167,59061
Dale Carnegie,1944,How to Stop Worrying and Start Living,How to Stop Worrying and Start Living,4.08,46797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,149267,149267,1742269,195,385199570,9.78E+12,168,51418
"Lemony Snicket, Brett Helquist",2001,The Hostile Hospital,"The Hostile Hospital (A Series of Unfortunate Events, #8)",3.95,66327,https://images.gr-assets.com/books/1442446120m/65118.jpg,https://images.gr-assets.com/books/1442446120s/65118.jpg,6400090,6400090,6588800,95,446547565,9.78E+12,169,73955
"Audrey Penn, Ruth E. Harper, Nancy M. Leak",1993,The Kissing Hand,The Kissing Hand,4.41,51219,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11125,11125,40195,185,552151696,9.78E+12,170,51767
Patricia Briggs,2009,Bone Crossed,"Bone Crossed (Mercy Thompson, #4)",4.34,69516,https://images.gr-assets.com/books/1305738183m/3128411.jpg,https://images.gr-assets.com/books/1305738183s/3128411.jpg,6969,6969,3360164,1710,141439580,9.78E+12,171,79451
"Laura Ingalls Wilder, Garth Williams",1941,Little Town on the Prairie,"Little Town on the Prairie  (Little House, #7)",4.18,63615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15823480,15823480,2507928,1492,345803922,9.78E+12,172,68312
Jared Diamond,2004,Collapse: How Societies Chose to Fail or Succeed,Collapse: How Societies Choose to Fail or Succeed,3.92,44238,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,227463,227463,23596,283,393312836,9.78E+12,173,47025
Sue Grafton,1996,"""M"" is for Malice","M is for Malice (Kinsey Millhone, #13)",4.07,52843,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1812457,1812457,2666268,134,964729237,9.78E+12,174,54359
Patricia Cornwell,1998,Point of Origin,"Point of Origin (Kay Scarpetta, #9)",4.02,48683,https://images.gr-assets.com/books/1399629118m/6531.jpg,https://images.gr-assets.com/books/1399629118s/6531.jpg,4502507,4556058,4551489,87,739380338,9.78E+12,175,51078
"Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King",2010,,The Stand: Soul Survivors,4.52,40626,https://images.gr-assets.com/books/1313267746m/7746259.jpg,https://images.gr-assets.com/books/1313267746s/7746259.jpg,18342,830502,150259,7,451169514,9.78E+12,176,40734
"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",1914,The Letters of Vincent van Gogh,The Letters of Vincent van Gogh,3.99,48040,https://images.gr-assets.com/books/1328110665m/395233.jpg,https://images.gr-assets.com/books/1328110665s/395233.jpg,7144,7144,3393917,1714,143058142,9.78E+12,177,48368
John Scalzi,2006,The Ghost Brigades,"The Ghost Brigades (Old Man's War, #2)",4.09,40107,https://images.gr-assets.com/books/1403295928m/239399.jpg,https://images.gr-assets.com/books/1403295928s/239399.jpg,6514,6514,1385044,246,61148512,9.78E+12,178,47619
"James Patterson, Keith David, Anthony Heald",1997,Cat & Mouse,"Cat and Mouse (Alex Cross, #4)",3.96,45217,https://images.gr-assets.com/books/1375828879m/21436.jpg,https://images.gr-assets.com/books/1375828879s/21436.jpg,252577,252577,2883783,184,7205236,9.78E+12,179,50283
Terry Goodkind,2001,The Pillars of Creation,"The Pillars of Creation (Sword of Truth, #7)",3.67,43424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,52036,52036,4840290,972,553208845,9.78E+12,180,45832
Raymond E. Feist,1986,A Darkness at Sethanon ,"A Darkness At Sethanon (The Riftwar Saga, #4)",4.17,45104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,168642,168642,1940709,223,679745580,9.78E+12,181,48282
Patricia Cornwell,1997,Unnatural Exposure,"Unnatural Exposure (Kay Scarpetta, #8)",4.05,43531,https://images.gr-assets.com/books/1383293921m/232145.jpg,https://images.gr-assets.com/books/1383293921s/232145.jpg,6304335,6304335,6488966,119,316042676,9.78E+12,182,46232
R.K. Lilley,2012,Mile high (Up In The Air #2),"Mile High (Up in the Air, #2)",4.21,60279,https://images.gr-assets.com/books/1352489991m/16136959.jpg,https://images.gr-assets.com/books/1352489991s/16136959.jpg,7171637,7171637,6674837,103,1416975861,9.78E+12,183,60600
Clare Mackintosh,2016,I Let You Go,I Let You Go,4.09,39990,https://images.gr-assets.com/books/1429875945m/23125266.jpg,https://images.gr-assets.com/books/1429875945s/23125266.jpg,39988,39988,1015554,242,141301066,9.78E+12,184,53710
Terry Goodkind,2003,"Naked Empire (Sword of Truth, #8)","Naked Empire (Sword of Truth, #8)",3.82,39682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9361589,9361589,14245059,119,385534639,9.78E+12,185,42066
Jodi Picoult,1995,Picture Perfect,Picture Perfect,3.52,41631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,37470,37470,3248536,111,743227441,9.78E+12,186,44719
Raymond E. Feist,1985,Silverthorn,"Silverthorn (The Riftwar Saga, #3)",4.06,42148,https://images.gr-assets.com/books/1272603402m/149302.jpg,https://images.gr-assets.com/books/1272603402s/149302.jpg,24770,24770,2895388,98,689865384,9.78E+12,187,45820
Richard Dawkins,2009,The Greatest Show on Earth: The Evidence for Evolution,The Greatest Show on Earth: The Evidence for Evolution,4.16,34088,https://images.gr-assets.com/books/1302127919m/6117055.jpg,https://images.gr-assets.com/books/1302127919s/6117055.jpg,10664113,10664113,2936175,115,,,188,37106
"Edgar Rice Burroughs, John Seelye",1912,A Princess of Mars,"A Princess of Mars (Barsoom, #1)",3.8,34536,https://images.gr-assets.com/books/1332272118m/40395.jpg,https://images.gr-assets.com/books/1332272118s/40395.jpg,33,33,3462456,380,618640150,9.78E+12,189,42872
Ann Rule,1980,The Stranger Beside Me,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,4.13,35824,https://images.gr-assets.com/books/1330072383m/15654.jpg,https://images.gr-assets.com/books/1330072383s/15654.jpg,12262741,12262741,17237712,101,307592731,9.78E+12,190,39253
Patricia Briggs,2011,River Marked,"River Marked (Mercy Thompson, #6)",4.26,52220,https://images.gr-assets.com/books/1305738320m/8087906.jpg,https://images.gr-assets.com/books/1305738320s/8087906.jpg,472331,472331,4358649,90,930289234,9.78E+12,191,62360
Jodi Picoult,1996,Mercy,Mercy,3.57,37252,https://images.gr-assets.com/books/1299040130m/10910.jpg,https://images.gr-assets.com/books/1299040130s/10910.jpg,186074,186074,2502879,123,075640407X,9.78E+12,192,39731
Emily Bleeker,2015,,Wreckage,3.66,25533,https://images.gr-assets.com/books/1422826024m/23745132.jpg,https://images.gr-assets.com/books/1422826024s/23745132.jpg,3228917,3228917,3364437,120,316017922,9.78E+12,193,33818
R.K. Lilley,2013,Grounded (Up In The Air #3),"Grounded (Up in the Air, #3)",4.29,53089,https://images.gr-assets.com/books/1358701028m/16139641.jpg,https://images.gr-assets.com/books/1358701028s/16139641.jpg,153747,153747,2409320,1823,142437247,9.78E+12,194,53385
"Euripides, Rex Warner",-431,Mήδεια,Medea,3.83,40237,https://images.gr-assets.com/books/1328868366m/752900.jpg,https://images.gr-assets.com/books/1328868366s/752900.jpg,2728527,2728527,2754161,116,385340990,9.78E+12,195,42957
Kirsty Moseley,2011,The Boy Who Sneaks in My Bedroom Window,The Boy Who Sneaks in My Bedroom Window,3.95,50929,https://images.gr-assets.com/books/1398682775m/13628209.jpg,https://images.gr-assets.com/books/1398682775s/13628209.jpg,5759,5759,68729,162,393327345,9.78E+12,196,55355
David Eddings,1988,King of the Murgos,"King of the Murgos (The Malloreon, #2)",4.1,40098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,301082,301082,479517,109,441008534,9.78E+12,197,43122
"Joseph Campbell, Bill Moyers",1988,The Power of Myth,The Power of Myth,4.3,32337,https://images.gr-assets.com/books/1327878742m/35519.jpg,https://images.gr-assets.com/books/1327878742s/35519.jpg,11486,11486,3300573,155,671727796,9.78E+12,198,33914
Joseph J. Ellis,2000,Founding Brothers: The Revolutionary Generation,Founding Brothers: The Revolutionary Generation,3.92,31610,https://images.gr-assets.com/books/1388791106m/7493.jpg,https://images.gr-assets.com/books/1388791106s/7493.jpg,12691,12691,14961,119,739461192,9.78E+12,199,32657
"Robert Munsch, Michael Martchenko",1980,The Paper Bag Princess,The Paper Bag Princess,4.32,38040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16299,16299,3038872,474,312330871,9.78E+12,200,39765
Maeve Binchy,1996,Evening Class,Evening Class,3.98,32639,https://images.gr-assets.com/books/1368673760m/41967.jpg,https://images.gr-assets.com/books/1368673760s/41967.jpg,6411961,6411961,6600281,208,385504225,9.78E+12,201,34551
Alexander McCall Smith,2000,Tears of the Giraffe,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",3.95,35205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6339664,6339664,6525609,91,1416989412,9.78E+12,202,40316
C.J. Roberts,2012,,"Seduced in the Dark (The Dark Duet, #2)",4.32,45712,https://images.gr-assets.com/books/1335114363m/13612739.jpg,https://images.gr-assets.com/books/1335114363s/13612739.jpg,11505797,11505797,16441531,85,,,203,46346
Virginia Woolf,1928,Orlando: A Biography,Orlando,3.86,32846,https://images.gr-assets.com/books/1443118010m/18839.jpg,https://images.gr-assets.com/books/1443118010s/18839.jpg,5326,5326,3097440,2380,1561797464,9.78E+12,204,39286
Robin Hobb,1999,The Mad Ship,"The Mad Ship (Liveship Traders, #2)",4.21,30724,https://images.gr-assets.com/books/1328628210m/45101.jpg,https://images.gr-assets.com/books/1328628210s/45101.jpg,43763,43763,873132,189,345476875,9.78E+12,205,34918
Maeve Binchy,2012,A Week in Winter,A Week in Winter,3.79,25371,https://images.gr-assets.com/books/1346827587m/15990489.jpg,https://images.gr-assets.com/books/1346827587s/15990489.jpg,10507293,10507293,15413183,93,62059939,9.78E+12,206,32533
Jonathan Lethem,1999,Motherless Brooklyn,Motherless Brooklyn,3.91,23614,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6853,6853,1486401,109,312362080,9.78E+12,207,25320
Malorie Blackman,2001,Noughts & Crosses,"Noughts & Crosses (Noughts & Crosses, #1)",4.23,27725,https://images.gr-assets.com/books/1443903273m/714902.jpg,https://images.gr-assets.com/books/1443903273s/714902.jpg,6493208,6493208,6684634,66,1400052173,9.78E+12,208,33891
Richelle Mead,2007,Succubus Blues,"Succubus Blues (Georgina Kincaid, #1)",3.94,43289,https://images.gr-assets.com/books/1361624810m/235718.jpg,https://images.gr-assets.com/books/1361624810s/235718.jpg,23807,23807,22533,187,99446782,9.78E+12,209,47172
Terry Pratchett,2011,Snuff,"Snuff (Discworld, #39; City Watch #8)",4.15,30570,https://images.gr-assets.com/books/1302694636m/8785374.jpg,https://images.gr-assets.com/books/1302694636s/8785374.jpg,345627,345627,335933,132,159514174X,9.78E+12,210,36650
Shunryu Suzuki,1970,"Zen Mind, Beginner's Mind","Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",4.23,24481,https://images.gr-assets.com/books/1392992935m/402843.jpg,https://images.gr-assets.com/books/1392992935s/402843.jpg,40102,40102,1180927,116,316010669,9.78E+12,211,26327
James     Baldwin,1953,Go Tell It on the Mountain,Go Tell It on the Mountain,4,27845,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6867,6867,2307233,155,038572179X,9.78E+12,212,30729
Maya Banks,2013,Fever,"Fever (Breathless, #2)",4.01,39102,https://images.gr-assets.com/books/1359944376m/16033906.jpg,https://images.gr-assets.com/books/1359944376s/16033906.jpg,485894,485894,2373750,1316,553213695,9.78E+12,213,42617
Lauren Weisberger,2010,Last Night at Chateau Marmont,Last Night at Chateau Marmont,3.51,25002,https://images.gr-assets.com/books/1269790764m/7569223.jpg,https://images.gr-assets.com/books/1269790764s/7569223.jpg,561456,561456,2936530,94,141382899,9.78E+12,214,27284
"James Patterson, Michael Ledwidge",2012,Zoo,Zoo,3.43,24768,https://images.gr-assets.com/books/1355175463m/13353667.jpg,https://images.gr-assets.com/books/1355175463s/13353667.jpg,9969571,9969571,14863741,112,030788743X,9.78E+12,215,31467
Iain M. Banks,1990,Use of Weapons,"Use of Weapons (Culture, #3)",4.18,26350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3153910,3153910,3175590,90,1554681723,9.78E+12,216,29256
Sidney Sheldon,1987,Windmills of the Gods,Windmills of the Gods,3.82,23333,https://images.gr-assets.com/books/1405239745m/119389.jpg,https://images.gr-assets.com/books/1405239745s/119389.jpg,21996,21996,3486041,70,739303406,9.78E+12,217,24637
F. Scott Fitzgerald,1922,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,3.53,30313,https://images.gr-assets.com/books/1331235364m/747746.jpg,https://images.gr-assets.com/books/1331235364s/747746.jpg,13572249,20448515,18973111,96,425263908,9.78E+12,218,34715
David Foster Wallace,1996,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,4.28,23272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11127,11127,781271,270,66238501,9.78E+12,219,26763
Nelson DeMille,1988,The Charm School,The Charm School,4.26,25706,https://images.gr-assets.com/books/1337601423m/353814.jpg,https://images.gr-assets.com/books/1337601423s/353814.jpg,3609760,3609760,3652511,20,316043133,9.78E+12,220,27577
Joyce Maynard,2009,Labor Day,Labor Day,3.55,23043,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,60748,60748,59104,74,1558743669,9.78E+12,221,28166
"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",2001,The Dirt: Confessions of the World's Most Notorious Rock Band,The Dirt: Confessions of the World's Most Notorious Rock Band,4.16,22482,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7869,7869,859111,143,752864327,9.78E+12,222,23915
Frederick Forsyth,1984,The Fourth Protocol,The Fourth Protocol,3.99,24896,https://images.gr-assets.com/books/1351838040m/327255.jpg,https://images.gr-assets.com/books/1351838040s/327255.jpg,249747,249747,1334778,163,786817879,9.78E+12,223,25907
Victoria Hislop,2005,The Island,The Island,3.99,23415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6487308,6487308,6678670,97,385738935,9.78E+12,224,26842
"Robert Kirkman, Charlie Adlard",2004,"The Walking Dead, Vol. 2: Miles Behind Us","The Walking Dead, Vol. 02: Miles Behind Us",4.25,26082,https://images.gr-assets.com/books/1298563748m/138396.jpg,https://images.gr-assets.com/books/1298563748s/138396.jpg,4406,4406,2574991,81,142000655,9.78E+12,225,29647
John Grisham,2016,The Whistler,The Whistler,3.87,34797,https://images.gr-assets.com/books/1462900031m/29354916.jpg,https://images.gr-assets.com/books/1462900031s/29354916.jpg,5886881,5886881,6873353,131,307341569,9.78E+12,226,38967
Kristen Ashley,2008,Rock Chick,"Rock Chick (Rock Chick, #1)",4.2,41292,https://images.gr-assets.com/books/1266750153m/6538757.jpg,https://images.gr-assets.com/books/1266750153s/6538757.jpg,5359,5359,137715,134,385339089,9.78E+12,227,44989
"Christopher Moore, Oliver Wyman",1997,Island of the Sequined Love Nun,Island of the Sequined Love Nun,3.78,25166,https://images.gr-assets.com/books/1168444146m/33455.jpg,https://images.gr-assets.com/books/1168444146s/33455.jpg,228333,228333,221139,84,312291639,9.78E+12,228,26364
"Ina Garten, Melanie Acevedo",1999,The Barefoot Contessa Cookbook,The Barefoot Contessa Cookbook,4.21,22497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24213,24213,2375385,845,451527747,9.78E+12,229,22566
Kristen Ashley,2011,The Gamble,"The Gamble (Colorado Mountain, #1)",4.29,42242,https://images.gr-assets.com/books/1327890208m/11227041.jpg,https://images.gr-assets.com/books/1327890208s/11227041.jpg,2156,2156,2534720,1451,192802631,9.78E+12,230,45047
Nikki Sixx,2005,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,4.12,20531,https://images.gr-assets.com/books/1408936840m/1883838.jpg,https://images.gr-assets.com/books/1408936840s/1883838.jpg,556602,556602,2523229,117,312370830,9.78E+12,231,22627
